comment_normalized	hate	spam	obscene	class
فیلم انفرادی چرت بودازخونوادم خجالت کشیدم که چرابراش وقت گذاشتیمولی اقارضاخیلی دوست داریموجودتوعشقه	1	0	0	hate
والا یو ار لز 😂	0	0	1	obscene
لزبین واقعی با اثبات دایرکت	0	1	1	spamobscene
لز دایرکت	0	1	1	spamobscene
گروه لزبین 🤤	0	1	1	spamobscene
لز تصویری	0	1	1	spamobscene
گروه لزبین 	0	1	1	spamobscene
دوستانن سکس چت با عکس و فیلم بیایینن دایرکت اول ثابت میکننم دخترم باشارژبیایینن دایرکتدایرکت هم سلامیاسلام خوبی جواب ننمیدم درست سکس چت میخوای الکی ننیا 👅 👅 شیطوننا 👅 👅	0	1	1	spamobscene
سکس ب تممایل داریددر خدممتمم 👅 👅 مماشاا 👅	0	1	1	spamobscene
صغرا سسکی 😂 😂 پرنسس صغرا سسکی	0	0	1	obscene
عکس سسکی بفرست	0	1	1	spamobscene
پیشرورو چرا انفالو کردی؟	1	0	0	hate
کانال تلگرامی فیلم های پورن لینک بیو	0	1	1	spamobscene
کانال های فیلم تلگرامی پورن لینک بیو	0	1	1	spamobscene
قهرمان سکسی و عاالی بودی	0	0	1	obscene
راحت میخوریش	0	0	1	obscene
فقط کلوچه لا پا دختروو	0	0	1	obscene
ببرهای شاه پلنگ عصرن	0	0	0	clean
داایرکت لز	0	1	1	spamobscene
دخترا و خانوما سکسی استوریم رو ببدین	0	1	1	spamobscene
سسکی عکسس بفرسست 😢	0	1	1	spamobscene
قیمت حضووری باشرایط وو مکان وو سکس مناسب تصوویری وو قیمت چت 😢	0	1	1	spamobscene
لطفاا ااز کلفت فقط کیر شیرکیر بیااد داایرکت فقط سااک میزنم پولی هم نیستم لطفاا ااز کلفت کیر شیرکیر بیااد داایرکت براای حضوری 👅	0	1	1	spamobscene
اینجا کسی نمیخواد صورتشو چاق کنه؟؟	0	1	0	spam
حالا مییشیی داریی پورن ییانه 👅	0	1	1	spamobscene
لاس بهار	0	0	1	obscene
کاش میشد باهات لز بندازم	0	0	1	obscene
ازهم اول کردنی بودی تو دختر ☺	0	0	1	obscene
اینجا کردنی ترربودی	0	0	1	obscene
اهنگه یا پورن	0	0	1	obscene
لز 😢	0	1	1	spamobscene
اووفف چه کردنی بودی	0	0	1	obscene
دوستان یه گروه سکسی زدیم اینستا دوست داشتید بیاید فقط در حال حاضر دختر جوین شه پسر به اندازه کافی داریم 	0	1	1	spamobscene
دوستان یه گروه سکسی زدیم شه دوست داشتید بیاید فقط در حال حاضر دختر جوین اینستا پسر به اندازه کافی داریم 	0	1	1	spamobscene
حالا ک داریم ازاد میشیم تو خیابون چی بپوشیم سسکی تر باشه	0	0	1	obscene
چرا بعصی بازیگر ها دادن لاس مشن	0	0	1	obscene
بکن توش تا سبزبشه	0	0	1	obscene
دوستان میرید گیلان خیلی مواظب باشید متاسفانه خیلی دزد زیاد شده اون طرفا هم خودم پارسال ازم دزدی شد هم دوستانم امسال رفته بودن ازشون دزدی کردن	1	0	0	hate
دوستان میرید گیلان خیلی مواظب باشید متاسفانه خیلی دزد زیاد شده زیاد شده اون طرفا هم خودم پارسال ازم دزدی شد هم دوستانم امسال رفته بودن ازشون دزدی کردن	1	0	0	hate
یه روز میخواستم به مدیرعاملمون بگم ساعت کاری من زیادهقوای جسمی ندارم…… سوتی دادم گفتم…من قوای جنسی ندارم…	0	0	1	obscene
بیاین مسخره نکنیم 🙂 ❤️	0	0	0	clean
رفع تیرگی باسن و واژن با سیم ظرف شویی و پولیش سطح مورد نظر با اسکاچ نرم صددرصد تضمینی	0	1	1	spamobscene
جر خوردیم	0	0	1	obscene
پلنگ تازه نفس جویبار 	0	0	0	clean
دستمالی اومدن	0	0	1	obscene
از مرد بودنم خجالت کشیدم	1	0	0	hate
عمامه رو بچسب فعلا	1	0	0	hate
پلنگ ایران حسن یزدانی	0	0	0	clean
بمن گیگ داد باور کردنی نبود	0	0	1	obscene
منظورش جمهوری اسلامیه	0	0	0	clean
فصیل خوبی داره بکنش بکارش جا دگع 😂	0	0	1	obscene
 نه این فرق داره جنابالی فهمیدی و‌دیگه تکرار استباه نمیکنی ولی این اقا پولش وصله ب دول حاجی اره اینطوریه	0	0	1	obscene
ماشاالله پلنگ گل دکاشتی	0	0	0	clean
پلنگ اداتو در میاده داداش	0	0	0	clean
یل یله میدون پلنگ ایرون ❤	0	0	0	clean
جوون بیا دایرکت جرم بده منتظرم 🍆 🍆 بدو 💜	0	1	1	spamobscene
رفعع تیرگی واژن سنده 🍆 🍆 💜	0	1	1	spamobscene
قهرمان حکومتی 👏	1	0	0	hate
رفع با تیرگی من 👅 👅 💦	0	1	1	spamobscene
 برنامه حضوری گرگان اهلشی استوری ببین 💦 💦	0	1	1	spamobscene
سسکی هستی خووب 😁	0	0	1	obscene
اگه پیجهای رفع تیرگی واژن اجازه بدن یه کامنت هم ما بذاریم 🍆 🍆	0	1	1	spamobscene
انفالوش کنید اینو لطفاا 🤢 🤢	1	0	0	hate
دروغ چرا خوشحال شدم کلی 😍	0	0	0	clean
مورداد حیون	1	0	0	hate
 خییلیی بزرگه بییا	0	1	1	spamobscene
 میل فالوور متاسفم 😢	1	0	0	hate
 مامی بیادد ددایرکتم 🔥 🔥 🍆	0	1	1	spamobscene
خیلی کصه خوبی هستی 😻 ❤️ 😂 💔	0	0	1	obscene
عصر دارم 🔥 🔥 🍆	0	1	1	spamobscene
داغم س ی خه یککی بیاد 🍆 🙌	0	1	1	spamobscene
 بیاد ااجی هرزم و جرر بده تو دایرکتم 🍆	0	1	1	spamobscene
پست اخرم داغه داغهه دست از ندین 🍆 🍆 🙌	0	1	1	spamobscene
برگگام یک سینگگل پاییزی هستم من 🍆 🍆 🔥	0	1	1	spamobscene
پلنگ مسابقه اخری خسته بودی	0	0	0	clean
نددبال کا دد ن و م باش 🙌 🍆	0	1	1	spamobscene
 جوون زده زنگ بزن 🍆 🍆 پایه ام 🔥	0	1	1	spamobscene
مردای بالای سال مسیج بدن 🍆 تصوری صوتی حضوری 🙌	0	1	1	spamobscene
🔥 هر مدلی که تو ذهن تو پیج مااست 🔥 🍆	0	1	1	spamobscene
قربون کونت بشم عزیزیکم ریحانه جون میگفتی من میومدم	0	0	1	obscene
استخر مختلط که چیزی نیست پس فردا میخوایم حرم عمام رو دیسکو کنیم 😂 😂	0	0	1	obscene
دخترا بگااممشش فانتزیشه جلو شوهرش کی جررشش بدم 🍆 🍆 🙌	0	1	1	spamobscene
تو یه ممهممونی ممستقیمم چه کار کنمم یه جممع پسر برا شب هممزممان ممنو بخوان 🔥 🔥 🍆	0	1	1	spamobscene
سوتین از هیکلت بزرگتر	0	0	1	obscene
پلنگ زخمی سلطان حسن یزدانی	0	0	0	clean
سیب زمینی فروش	0	0	0	clean
سیرابی	1	0	0	hate
مثل اینکه الکسیس خوب کار نکرده باهات دیده بشی	0	0	1	obscene
یه مشت میزدی	0	0	0	clean
بانوی واقعی خودتی الکسیس اداتو درمیاره	0	0	1	obscene
خواهرت الکسیس خوبه سلاممو حتما بهشوبرسون 😢	0	0	1	obscene
 دفعه پیش الکسیس اورده بود اینسری کیو میاره 😂 😂	0	0	1	obscene
با بردپیت فایت کلاب	0	0	0	clean
الکسیس هم میخواد بیاد ایران جای کتایون ریاحی	0	0	1	obscene
ببر؟؟خرم نیسی	1	0	0	hate
چقدر شما شبیه بانو الکسیس هستید	0	0	1	obscene
پورن ببفرسیتد 🔥	0	1	1	spamobscene
جایزه 🏆 دادنشوگرفته 😂 😂	0	0	0	clean
ساکتی پرویز؟؟	0	0	0	clean
خاک ادبتم	0	0	0	clean
اخوند روسی انگلیسی	1	0	0	hate
لات تو فیلما 👍	0	0	0	clean
دیت صرع داشته	0	0	0	clean
پلنگ مازندرانداش نقی قهرمان	0	0	0	clean
 توانا جان این اکانت فیک هست	0	0	0	clean
میگن پورن استاریراست میگن؟ 😀 🔥	0	0	1	obscene
لزبین با اثبات دایرکت 🙌	0	1	1	spamobscene
نپاچه 💦 💦	1	0	1	hateobscene
فیلم سوپر جدید	0	1	1	spamobscene
 عکس سکسی معلومه لایک می خوره	0	0	1	obscene
حالا اگه عکس سکسی بود یه میلیون لایک می‌خورد 🤒 🤒	0	0	1	obscene
لز تصویری 🔥	0	1	1	spamobscene
بیاین تو پیج فیلم سوپر نگاه کنین 😢 😢	0	1	1	spamobscene
پایه های شهوتی بیان دایرکت براتون سورپرایزز 🙌 🙌 😢	0	1	1	spamobscene
🔥 🔥 لزبین	0	0	1	obscene
کی فیلم سوپر میخاد براش بفرستم 😢	0	1	1	spamobscene
رفیق دمت گرم مادر بسیجی گایدی	0	0	1	obscene
تهراندختری ساله هستم به دنبال پارتنر برای اولین رابطه بکارت	0	1	1	spamobscene
لزبین 🔥	0	0	1	obscene
سکسی نیست ولی هشتصد هزارتا لایک خورده	0	0	1	obscene
فیلم سکسی میخوای بیا اینجا 🔥 🔥 🤤 🤤	0	1	1	spamobscene
دخترا و خانوما سکسی استوریم رو جواب بدین 🔥 🔥	0	1	1	spamobscene
داداش تو اهنگ میخونی یا فیلم سوپر میسازی	0	0	1	obscene
گروه لز خانم 🔥	0	1	1	spamobscene
گروه لز خانم ادو 🔥 🔥	0	1	1	spamobscene
سال چارقد بر نداشتی فیلم سوپر بازی کردی 😂	0	0	1	obscene
والا از سکسی یه چیزی اون ور تره 😂 ولی بازم لایک	0	0	1	obscene
ای شیطون از اول سسکی بودی	0	0	1	obscene
پ ی فیلم سوپر بده بیرون مردیم	0	0	1	obscene
سسکی ترین نفر روی کره ی 🤣 😉	0	0	1	obscene
از بچگی کردنی بودی 🔥 🔥	0	0	1	obscene
یه جق توپ با پاهای سفید 🔥	0	0	1	obscene
فکر کنم ازت فیلم سوپر هم دارن	0	0	1	obscene
😠 😠	1	0	0	hate
لز 🔥	0	0	1	obscene
چه اهنگ کیری و باحالی 😂 👌	0	0	1	obscene
پست برو توی این پیج سکسی گذاشته 🙌 🙌 😢	0	1	1	spamobscene
ساشا شق کردی معلومه 😂 😂 🔥 🔥	0	0	1	obscene
خیلی سکسی شدی عزیزم	0	0	1	obscene
سکسی اقا عطاران عکست 🔥	0	0	1	obscene
باید خجالت بکشی که ی دونه کامنت مثبت نداری	1	0	0	hate
دستمال ابریشم	0	0	0	clean
شورت عمومو پوشیدی ولچ	1	0	1	hateobscene
👎🏻 🤦🏻‍♀️	1	0	0	hate
نوش جونت 😡 👍	1	0	0	hate
بی 	0	0	0	clean
نیستی یاسس	0	0	0	clean
شهوت زیاده میخان رو خاهرت کم کنن 😂	0	0	1	obscene
ماشالا به این همه شهوت 😂 😂	0	0	1	obscene
چون باعث تحریک جنسی میشد ممنوع بود	0	0	1	obscene
باارزوی تعطیلی اسنپ	1	0	0	hate
تا به مردها رسید و صحبت راجب ازار دیدنشون یهویی همه فاز خنده و شادی گرفتید نکشیدمون ک‌س لیس های واژن پرست	0	1	1	spamobscene
استوریمو نبینی از دستت رفته 💦 🙄	0	1	1	spamobscene
از پیچ محصولات جنسی و امیزشی مون دیدن بفرمایید	0	1	1	spamobscene
تههرانی تههرانی تههرانی فقط براای خاانوومای لیس 😢	0	1	1	spamobscene
سلام بنده حسن پور هستم مشاور مشکلات جنسی هستم	0	1	1	spamobscene
جوون مامان دوماد چقدر جذابه شورت همرو خیس کرد که 😂	0	0	1	obscene
محصولاات جنسی جدید شد 😢 👅	0	1	1	spamobscene
سالن ماساژ همراه رابطه جنسی	0	1	1	spamobscene
منحرف نباشید شاید داره تنفس دهان به دهان میده 😅 💦	0	0	1	obscene
اون شرت نداره درسته؟	0	0	1	obscene
سلام بنده مشاور مشکلات جنسی هستم	0	1	1	spamobscene
سلام من حسنی هستم کارشناس و مشاور مشکلات جنسی	0	1	1	spamobscene
سلام سلیمانی هستم کارشناس ودرمانگرمشکلات جنسی	0	1	1	spamobscene
اگر همسرت باتو رابطه جنسی اش کمرنگ شده محبتش کم شده همیشه سمت و سوی خانواده هست برای اینکه اورا به خودت جذب کنی ازین سید بزرگ کمک بخواه مععجزه ای میکند یک هفته ای هرانچه بگویی همسرت ععمل کند و گوش به فرمان تو شود دایرکت تلگرام حضوری غیر حضوری کار میکنه این ایدی اینستاگرامش 👅	0	1	1	spamobscene
کاغد دکوپاژ چه جنسی هستن؟	0	0	1	obscene
 بی فرهنگگ	1	0	0	hate
خانوما؟؟ کسسی ماسساژ دوسس 	0	1	1	spamobscene
باا سلاام بهنوش ده اراا رواانشنااس مرکز تلفنی تلیاار هستمدر صورتیکه تماایل به تلفنی رواانشنااسی در زمینهمشکلاات فردی خاانواادگی جنسی ترک ااعتیاادوداارید میتواانید ااز سرااسر اایراان براای تمااس بگیریدجهت رااهنماایی بیشتر در داایرکت پااسخگو هستم	0	1	1	spamobscene
سلام بنده محسنی هستم درمانگر مشکلات جنسی	0	1	1	spamobscene
انگار شورت پاتون نی	0	0	1	obscene
گلریزون کنیم برا این بچه یدونه شرت بگیریم	0	0	1	obscene
دین اینقدر خوبه از توش میشه هزار میلیارد و درامد کسب کرد تجاوز کرد و همه کار کرد	1	0	1	hateobscene
کی دست کرده تو شورت من؟؟ 🥲	0	0	1	obscene
لیس لیس فقط برای دختررا و خانومای تهران	0	1	1	spamobscene
یه مردیربیاد مچ پامو لیس بزنه	0	0	1	obscene
اعتبار خرید یه پک شورت ماییلدا 😂	0	0	1	obscene
سلامم بنده حسن پور جنسی ممشاور ممشکلات هستمم جنسی 👅	0	1	1	spamobscene
لیس لیس لیس فقط براای خاانوومای تهرانی	0	1	1	spamobscene
زوان میندازم توش 👅 👅	0	0	1	obscene
پرویز پرستویی 😂 😂 تو خودت اصل جنسی نقاب بردار خیلی فرقت با علی دایی و علی کریمی و مردمی شدن با این کلیپ ها مردمی نمیتونی بشی	0	0	1	obscene
بی نیاز؟؟	0	0	0	clean
ماشالله پلنگ ایران حسن یزدانی	0	0	0	clean
